Grid Size,Devito/xDSL,Devito
((2, 2), [0.0, 0.0, 0.001, 0.001, 0.001, 0.001, 0.0, 0.001, 0.001, 0.0], [0.00017300000000000006, 8.599999999999999e-05, 8.499999999999999e-05, 8.4e-05, 8.4e-05, 8.299999999999997e-05, 8.499999999999999e-05, 8.4e-05, 8.3e-05, 8.4e-05])
((2, 4), [0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.0, 0.001, 0.001], [0.00010099999999999997, 8.699999999999999e-05, 8.6e-05, 8.4e-05, 8.6e-05, 8.3e-05, 8.299999999999997e-05, 8.3e-05, 8.4e-05, 8.199999999999999e-05])
